0,-0.859013
0.00001,-0.707103
0.00002,-0.640262
0.00003,-0.622033
0.00004,-0.719256
0.00005,-0.755714
0.00006,-0.743561
0.00007,-0.725332
0.00008,-0.688874
0.00009,-0.634186
0.0001,-0.658492
0.00011,-0.749638
0.00012,-0.913701
0.00013,-0.992694
0.00014,-0.895471
0.00015,-0.524811
0.00016,-0.30606
0.00017,-0.354671
0.00018,-0.530887
0.00019,-0.78002
0.0002,-1.08384
0.00021,-1.27828
0.00022,-1.21144
0.00023,-1.02308
0.00024,-0.859013
0.00025,-0.78002
0.00026,-0.852937
0.00027,-0.944083
0.00028,-0.877242
0.00029,-0.731408
0.0003,-0.755714
0.00031,-0.895471
0.00032,-0.944083
0.00033,-0.93193
0.00034,-0.895471
0.00035,-0.871166
0.00036,-0.816478
0.00037,-0.743561
0.00038,-0.810402
0.00039,-0.980541
0.0004,-0.992694
0.00041,-0.907624
0.00042,-0.749638
0.00043,-0.688874
0.00044,-0.579498
0.00045,-0.567346
0.00046,-0.688874
0.00047,-0.798249
0.00048,-0.865089
0.00049,-0.822555
0.0005,-0.658492
0.00051,-0.506581
0.00052,-0.494429
0.00053,-0.518734
0.00054,-0.591651
0.00055,-0.701026
0.00056,-0.701026
0.00057,-0.615957
0.00058,-0.664568
0.00059,-0.792173
0.0006,-0.816478
0.00061,-0.798249
0.00062,-0.84686
0.00063,-0.852937
0.00064,-0.786096
0.00065,-0.749638
0.00066,-0.767867
0.00067,-0.852937
0.00068,-0.907624
0.00069,-0.974465
0.0007,-0.907624
0.00071,-0.810402
0.00072,-0.816478
0.00073,-0.865089
0.00074,-0.889395
0.00075,-0.78002
0.00076,-0.719256
0.00077,-0.731408
0.00078,-0.852937
0.00079,-0.968388
0.0008,-1.02308
0.00081,-1.08992
0.00082,-1.04131
0.00083,-0.962312
0.00084,-0.907624
0.00085,-0.840784
0.00086,-0.822555
0.00087,-0.816478
0.00088,-0.962312
0.00089,-1.04131
0.0009,-1.08992
0.00091,-1.12637
0.00092,-1.05346
0.00093,-0.889395
0.00094,-0.798249
0.00095,-0.828631
0.00096,-0.99877
0.00097,-1.08992
0.00098,-1.06561
0.00099,-1.02915
0.001,-1.07169
0.00101,-1.01092
0.00102,-0.919777
0.00103,-0.773943
0.00104,-0.719256
0.00105,-0.773943
0.00106,-0.828631
0.00107,-0.889395
0.00108,-0.938006
0.00109,-1.017
0.0011,-1.09599
0.00111,-1.11422
0.00112,-1.05953
0.00113,-1.02308
0.00114,-0.944083
0.00115,-0.865089
0.00116,-0.871166
0.00117,-0.986618
0.00118,-1.10815
0.00119,-1.13245
0.0012,-1.09599
0.00121,-1.05346
0.00122,-1.08384
0.00123,-1.05953
0.00124,-1.08384
0.00125,-1.11422
0.00126,-1.10207
0.00127,-1.02308
0.00128,-0.907624
0.00129,-0.871166
0.0013,-0.859013
0.00131,-0.938006
0.00132,-0.944083
0.00133,-0.883319
0.00134,-0.792173
0.00135,-0.828631
0.00136,-0.925853
0.00137,-0.950159
0.00138,-0.974465
0.00139,-1.017
0.0014,-1.06561
0.00141,-1.13853
0.00142,-1.08384
0.00143,-1.05346
0.00144,-0.944083
0.00145,-0.883319
0.00146,-0.871166
0.00147,-0.925853
0.00148,-1.01092
0.00149,-1.07169
0.0015,-1.07776
0.00151,-1.01092
0.00152,-0.974465
0.00153,-0.889395
0.00154,-0.804325
0.00155,-0.871166
0.00156,-0.907624
0.00157,-0.93193
0.00158,-0.93193
0.00159,-0.93193
0.0016,-0.980541
0.00161,-0.968388
0.00162,-0.895471
0.00163,-0.84686
0.00164,-0.852937
0.00165,-0.907624
0.00166,-0.901548
0.00167,-0.913701
0.00168,-0.883319
0.00169,-0.865089
0.0017,-0.859013
0.00171,-0.84686
0.00172,-0.786096
0.00173,-0.761791
0.00174,-0.822555
0.00175,-0.919777
0.00176,-0.99877
0.00177,-0.986618
0.00178,-0.950159
0.00179,-0.93193
0.0018,-0.889395
0.00181,-0.834707
0.00182,-0.865089
0.00183,-0.883319
0.00184,-0.816478
0.00185,-0.749638
0.00186,-0.828631
0.00187,-0.944083
0.00188,-0.944083
0.00189,-0.822555
0.0019,-0.707103
0.00191,-0.640262
0.00192,-0.60988
0.00193,-0.622033
0.00194,-0.658492
0.00195,-0.549116
0.00196,-0.494429
0.00197,-0.573422
0.00198,-0.664568
0.00199,-0.725332
0.002,-0.755714
0.00201,-0.792173
0.00202,-0.743561
0.00203,-0.731408
0.00204,-0.676721
0.00205,-0.658492
0.00206,-0.579498
0.00207,-0.488352
0.00208,-0.506581
0.00209,-0.409359
0.0021,-0.141997
0.00211,0.204358
0.00212,0.520331
0.00213,0.836304
0.00214,1.10974
0.00215,1.07328
0.00216,1.03683
0.00217,1.10367
0.00218,0.988214
0.00219,0.933527
0.0022,1.13405
0.00221,1.34065
0.00222,1.3771
0.00223,1.34672
0.00224,1.28596
0.00225,1.17051
0.00226,1.15228
0.00227,1.29203
0.00228,1.38318
0.00229,1.16443
0.0023,0.641859
0.00231,0.313733
0.00232,0.392726
0.00233,0.672241
0.00234,0.897068
0.00235,1.06113
0.00236,1.21304
0.00237,1.24342
0.00238,1.23127
0.00239,1.20697
0.0024,1.17051
0.00241,1.18266
0.00242,1.2495
0.00243,1.32242
0.00244,1.33457
0.00245,1.24342
0.00246,1.01252
0.00247,0.581095
0.00248,0.313733
0.00249,0.362344
0.0025,0.605401
0.00251,0.884915
0.00252,1.07936
0.00253,1.15835
0.00254,1.15228
0.00255,1.08544
0.00256,1.09759
0.00257,1.17051
0.00258,1.20697
0.00259,1.15228
0.0026,1.05505
