5	0.100136
4	0.100136
5	0.100136
4	2.00272
4	2.00272
4	2.00272
4	2.00272
4	2.00272
4	2.00272
4	2.00272
4	2.00272
4	2.00272
4	2.00272
4	2.00272
4	2.00272
4	2.00272
4	2.00272
4	2.00272
4	2.00272
4	2.00272
4	2.00272
4	2.00272
4	2.00272
3	0.300408
3	0.300408
3	0.300408
4	1.90258
4	1.90258
4	1.90258
4	1.90258
4	1.90258
4	1.90258
4	1.90258
4	1.90258
4	1.90258
4	1.90258
4	1.90258
4	1.90258
4	1.90258
4	1.90258
4	1.90258
4	1.90258
4	1.90258
4	1.90258
4	1.90258
5	0.100136
4	0.300408
4	0.300408
4	0.300408
5	0.100136
4	0.600816
4	0.600816
4	0.600816
4	0.600816
4	0.600816
4	0.600816
5	0.100136
4	0.200272
4	0.200272
5	0.100136
4	1.00136
4	1.00136
4	1.00136
4	1.00136
4	1.00136
4	1.00136
4	1.00136
4	1.00136
4	1.00136
4	1.00136
5	0.100136
4	0.50068
4	0.50068
4	0.50068
4	0.50068
4	0.50068
3	0.400544
3	0.400544
3	0.400544
3	0.400544
4	0.700952
4	0.700952
4	0.700952
4	0.700952
4	0.700952
4	0.700952
4	0.700952
5	0.100136
4	0.300408
4	0.300408
4	0.300408
5	0.100136
3	0.901224
3	0.901224
3	0.901224
3	0.901224
3	0.901224
3	0.901224
3	0.901224
3	0.901224
3	0.901224
4	0.50068
4	0.50068
4	0.50068
4	0.50068
4	0.50068
5	0.100136
4	0.100136
5	0.100136
4	0.200272
4	0.200272
5	0.200272
5	0.200272
4	0.100136
5	0.100136
4	0.200272
4	0.200272
5	0.200272
5	0.200272
3	0.300408
3	0.300408
3	0.300408
4	0.801088
4	0.801088
4	0.801088
4	0.801088
4	0.801088
4	0.801088
4	0.801088
4	0.801088
3	0.100136
4	0.100136
3	0.100136
4	0.100136
3	0.200272
3	0.200272
4	0.100136
3	0.300408
3	0.300408
3	0.300408
4	0.100136
3	0.300408
3	0.300408
3	0.300408
4	0.100136
3	0.100136
4	0.100136
3	0.600816
3	0.600816
