0.00010000,-3.060150,0
0.00020000,-3.258057,0
0.00030000,-2.658844,0
0.00040000,-2.446747,0
0.00050000,-2.783661,0
0.00060000,-2.529449,0
0.00070000,-3.223419,0
0.00080000,-3.076782,0
0.00090000,-3.100739,0
0.00100000,-2.081299,0
0.00110000,-2.390594,0
0.00120000,-2.261047,0
0.00130000,-2.678223,0
0.00140000,-2.462463,0
0.00150000,-2.601929,0
0.00160000,-2.828674,0
0.00170000,-3.333435,0
0.00180000,-2.781830,0
0.00190000,-3.008881,0
0.00200000,-2.695618,0
0.00210000,-2.476807,0
0.00220000,-2.590637,0
0.00230000,-2.600555,0
0.00240000,-2.551575,0
0.00250000,-2.281036,0
0.00260000,-2.757111,0
0.00270000,-2.581635,0
0.00280000,-2.815094,0
0.00290000,-2.555389,0
0.00300000,-2.616577,0
0.00310000,-2.582092,0
0.00320000,-2.720337,0
0.00330000,-2.565918,0
0.00340000,-2.978516,0
0.00350000,-2.237396,0
0.00360000,-2.565613,0
0.00370000,-2.346954,0
0.00380000,-2.802887,0
0.00390000,-2.370911,0
0.00400000,-2.082062,0
0.00410000,-1.843719,0
0.00420000,-2.066040,0
0.00430000,-2.671661,0
0.00440000,-2.216492,0
0.00450000,-2.421112,0
0.00460000,-2.883759,0
0.00470000,-2.427521,0
0.00480000,-2.503357,0
0.00490000,-1.898346,0
0.00500000,-2.408600,0
0.00510000,-1.934814,0
0.00520000,-2.519836,0
0.00530000,-2.581177,0
0.00540000,-2.292633,0
0.00550000,-2.581787,0
0.00560000,-2.117615,0
0.00570000,-2.284393,0
0.00580000,-1.902924,0
0.00590000,-2.189331,0
0.00600000,-1.919556,0
0.00610000,-2.420807,0
0.00620000,-2.444305,0
0.00630000,-2.013702,0
0.00640000,-2.486877,0
0.00650000,-2.476959,0
0.00660000,-1.938171,0
0.00670000,-1.179504,0
0.00680000,-2.103424,0
0.00690000,-1.963654,0
0.00700000,-3.008270,0
0.00710000,-2.561646,0
0.00720000,-2.093811,0
0.00730000,-2.282867,0
0.00740000,-1.877136,0
0.00750000,-1.134949,0
0.00760000,-2.107086,0
0.00770000,-2.203522,0
0.00780000,-2.418976,0
0.00790000,-3.224030,0
0.00800000,-2.387390,0
0.00810000,-2.479858,0
0.00820000,-1.886444,0
0.00830000,-1.963501,0
0.00840000,-1.991577,0
0.00850000,-2.299042,0
0.00860000,-2.512512,0
0.00870000,-1.917877,0
0.00880000,-1.944275,0
0.00890000,-2.445831,0
0.00900000,-1.916046,0
0.00910000,-2.756348,0
0.00920000,-2.075195,0
0.00930000,-2.273865,0
0.00940000,-2.356873,0
0.00950000,-2.235413,0
0.00960000,-2.696533,0
0.00970000,-2.525787,0
0.00980000,-2.865601,0
0.00990000,-2.846069,0
0.01000000,-2.236023,0
0.01010000,-2.702332,0
0.01020000,-1.776886,0
0.01030000,-2.491913,0
0.01040000,-2.659302,0
0.01050000,-2.083435,0
0.01060000,-2.762604,0
0.01070000,-2.284241,0
0.01080000,-2.198029,0
0.01090000,-2.572327,0
0.01100000,-2.483215,0
0.01110000,-2.486725,0
0.01120000,-2.689972,0
0.01130000,-2.015381,0
0.01140000,-2.737885,0
0.01150000,-2.899780,0
0.01160000,-2.576904,0
0.01170000,-2.662964,0
0.01180000,-2.657776,0
0.01190000,-2.581177,0
0.01200000,-2.525482,0
0.01210000,-2.599182,0
0.01220000,-2.338257,0
0.01230000,-2.763062,0
0.01240000,-3.103485,0
0.01250000,-2.974243,0
0.01260000,-3.036499,0
0.01270000,-2.702942,0
0.01280000,-2.879791,0
0.01290000,-3.134003,0
0.01300000,-2.551270,0
